CP;DEPARTEMENT;REGION
44,240;Loire-Atlantique;Pays de la Loire
1,540;Ain;Auvergne-Rhône-Alpes
77,300;Seine-et-Marne;Ile-de-France
42,153;Loire;Auvergne-Rhône-Alpes
45,530;Loiret;Centre-Val de Loire
93,410;Seine-Saint-Denis;Ile-de-France
51,350;Marne;Alsace-Champagne-Ardenne-Lorraine
91,600;Essonne;Ile-de-France
1,640;Ain;Auvergne-Rhône-Alpes
94,519;Val-de-Marne;Ile-de-France
68,440;Haut-Rhin;Alsace-Champagne-Ardenne-Lorraine
59,282;Nord;Nord-Pas-de-Calais-Picardie
95,300;Val-d'oise;Ile-de-France
63,430;Puy-de-Dôme;Auvergne-Rhône-Alpes
59,139;Nord;Nord-Pas-de-Calais-Picardie
92,210;Hauts-de-Seine;Ile-de-France
78,320;Yvelines;Ile-de-France
6,950;Alpes-Maritimes;Provence-Alpes-Côte d'Azur
91,440;Essonne;Ile-de-France
74,500;Haute-Savoie;Auvergne-Rhône-Alpes
94,490;Val-de-Marne;Ile-de-France
32,550;Gers;Languedoc-Roussillon-Midi-Pyrénées
91,240;Essonne;Ile-de-France
7,700;Ardche;Auvergne-Rhône-Alpes
76,006;Seine-Maritime;Normandie
2,600;Aisne;Nord-Pas-de-Calais-Picardie
82,600;Tarn-et-Garonne;Languedoc-Roussillon-Midi-Pyrénées
38,300;Isre;Auvergne-Rhône-Alpes
59,660;Nord;Nord-Pas-de-Calais-Picardie
9,500;Arige;Languedoc-Roussillon-Midi-Pyrénées
11,400;Aude;Languedoc-Roussillon-Midi-Pyrénées
94,320;Val-de-Marne;Ile-de-France
29,950;Finistre;Bretagne
46,140;Lot;Languedoc-Roussillon-Midi-Pyrénées
88,240;Vosges;Alsace-Champagne-Ardenne-Lorraine
1,800;Ain;Auvergne-Rhône-Alpes
1,600;Ain;Auvergne-Rhône-Alpes
67,350;Bas-Rhin;Alsace-Champagne-Ardenne-Lorraine
78,430;Yvelines;Ile-de-France
62,580;Pas-de-Calais;Nord-Pas-de-Calais-Picardie
66,130;Pyrénées-Orientales;Languedoc-Roussillon-Midi-Pyrénées
5,100;Hautes-Alpes;Provence-Alpes-Côte d'Azur
69,110;Rhône;Auvergne-Rhône-Alpes
68,400;Haut-Rhin;Alsace-Champagne-Ardenne-Lorraine
78,740;Yvelines;Ile-de-France
92,260;Hauts-de-Seine;Ile-de-France
24,170;Dordogne;Aquitaine-Limousin-Poitou-Charentes
38,530;Isre;Auvergne-Rhône-Alpes
38,122;Isre;Auvergne-Rhône-Alpes
1,630;Ain;Auvergne-Rhône-Alpes
21,230;Côte-d'or;Bourgogne-Franche-Comté
94,240;Val-de-Marne;Ile-de-France
57,480;Moselle;Alsace-Champagne-Ardenne-Lorraine
21,250;Côte-d'or;Bourgogne-Franche-Comté
21,200;Côte-d'or;Bourgogne-Franche-Comté
51,300;Marne;Alsace-Champagne-Ardenne-Lorraine
34,920;Hérault;Languedoc-Roussillon-Midi-Pyrénées
78,700;Yvelines;Ile-de-France
30,200;Gard;Languedoc-Roussillon-Midi-Pyrénées
30,131;Gard;Languedoc-Roussillon-Midi-Pyrénées
51,140;Marne;Alsace-Champagne-Ardenne-Lorraine
10,410;Aube;Alsace-Champagne-Ardenne-Lorraine
30,310;Gard;Languedoc-Roussillon-Midi-Pyrénées
68,220;Haut-Rhin;Alsace-Champagne-Ardenne-Lorraine
59,270;Nord;Nord-Pas-de-Calais-Picardie
67,720;Bas-Rhin;Alsace-Champagne-Ardenne-Lorraine
76,360;Seine-Maritime;Normandie
35,300;Ille-et-Vilaine;Bretagne
83,640;Var;Provence-Alpes-Côte d'Azur
91,700;Essonne;Ile-de-France
71,850;Saône-et-Loire;Bourgogne-Franche-Comté
27,750;Eure;Normandie
85,600;Vendée;Pays de la Loire
62,630;Pas-de-Calais;Nord-Pas-de-Calais-Picardie
38,440;Isre;Auvergne-Rhône-Alpes
78,180;Yvelines;Ile-de-France
44,470;Loire-Atlantique;Pays de la Loire
63,000;Puy-de-Dôme;Auvergne-Rhône-Alpes
78,730;Yvelines;Ile-de-France
34,280;Hérault;Languedoc-Roussillon-Midi-Pyrénées
44,690;Loire-Atlantique;Pays de la Loire
94,270;Val-de-Marne;Ile-de-France
45,800;Loiret;Centre-Val de Loire
1,110;Ain;Auvergne-Rhône-Alpes
92,800;Hauts-de-Seine;Ile-de-France
12,300;Aveyron;Languedoc-Roussillon-Midi-Pyrénées
94,230;Val-de-Marne;Ile-de-France
56,000;Morbihan;Bretagne
26,210;Drôme;Auvergne-Rhône-Alpes
77,640;Seine-et-Marne;Ile-de-France
64,130;Pyrénées-Atlantiques;Aquitaine-Limousin-Poitou-Charentes
95,290;Val-d'oise;Ile-de-France
95,660;Val-d'oise;Ile-de-France
51,490;Marne;Alsace-Champagne-Ardenne-Lorraine
3,100;Allier;Auvergne-Rhône-Alpes
36,260;Indre;Centre-Val de Loire
59,493;Nord;Nord-Pas-de-Calais-Picardie
34,970;Hérault;Languedoc-Roussillon-Midi-Pyrénées
54,610;Meurthe-et-Moselle;Alsace-Champagne-Ardenne-Lorraine
76,760;Seine-Maritime;Normandie
70,200;Haute-Saône;Bourgogne-Franche-Comté
62,129;Pas-de-Calais;Nord-Pas-de-Calais-Picardie
2,360;Aisne;Nord-Pas-de-Calais-Picardie
54,400;Meurthe-et-Moselle;Alsace-Champagne-Ardenne-Lorraine
45,200;Loiret;Centre-Val de Loire
54,330;Meurthe-et-Moselle;Alsace-Champagne-Ardenne-Lorraine
1,190;Ain;Auvergne-Rhône-Alpes
67,250;Bas-Rhin;Alsace-Champagne-Ardenne-Lorraine
66,190;Pyrénées-Orientales;Languedoc-Roussillon-Midi-Pyrénées
69,840;Rhône;Auvergne-Rhône-Alpes
29,200;Finistre;Bretagne
31,320;Haute-Garonne;Languedoc-Roussillon-Midi-Pyrénées
8,260;Ardennes;Alsace-Champagne-Ardenne-Lorraine
91,410;Essonne;Ile-de-France
78,210;Yvelines;Ile-de-France
61,300;Orne;Normandie
91,580;Essonne;Ile-de-France
44,004;Loire-Atlantique;Pays de la Loire
69,370;Rhône;Auvergne-Rhône-Alpes
59,240;Nord;Nord-Pas-de-Calais-Picardie
1,590;Ain;Auvergne-Rhône-Alpes
47,310;Lot-et-Garonne;Aquitaine-Limousin-Poitou-Charentes
8,150;Ardennes;Alsace-Champagne-Ardenne-Lorraine
38,290;Isre;Auvergne-Rhône-Alpes
21,310;Côte-d'or;Bourgogne-Franche-Comté
33,140;Gironde;Aquitaine-Limousin-Poitou-Charentes
62,430;Pas-de-Calais;Nord-Pas-de-Calais-Picardie
33,400;Gironde;Aquitaine-Limousin-Poitou-Charentes
60,260;Oise;Nord-Pas-de-Calais-Picardie
94,150;Val-de-Marne;Ile-de-France
62,490;Pas-de-Calais;Nord-Pas-de-Calais-Picardie
78,590;Yvelines;Ile-de-France
92,140;Hauts-de-Seine;Ile-de-France
3,800;Allier;Auvergne-Rhône-Alpes
38,190;Isre;Auvergne-Rhône-Alpes
30,230;Gard;Languedoc-Roussillon-Midi-Pyrénées
62,800;Pas-de-Calais;Nord-Pas-de-Calais-Picardie
89,330;Yonne;Bourgogne-Franche-Comté
69,390;Rhône;Auvergne-Rhône-Alpes
54,120;Meurthe-et-Moselle;Alsace-Champagne-Ardenne-Lorraine
33,220;Gironde;Aquitaine-Limousin-Poitou-Charentes
13,610;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur
77,580;Seine-et-Marne;Ile-de-France
91,230;Essonne;Ile-de-France
6,340;Alpes-Maritimes;Provence-Alpes-Côte d'Azur
54,150;Meurthe-et-Moselle;Alsace-Champagne-Ardenne-Lorraine
34,800;Hérault;Languedoc-Roussillon-Midi-Pyrénées
11,000;Aude;Languedoc-Roussillon-Midi-Pyrénées
59,171;Nord;Nord-Pas-de-Calais-Picardie
62,000;Pas-de-Calais;Nord-Pas-de-Calais-Picardie
59,450;Nord;Nord-Pas-de-Calais-Picardie
7,120;Ardche;Auvergne-Rhône-Alpes
75,440;Paris;Ile-de-France
38,430;Isre;Auvergne-Rhône-Alpes
40,140;Landes;Aquitaine-Limousin-Poitou-Charentes
63,340;Puy-de-Dôme;Auvergne-Rhône-Alpes
26,400;Drôme;Auvergne-Rhône-Alpes
84,290;Vaucluse;Provence-Alpes-Côte d'Azur
54,300;Meurthe-et-Moselle;Alsace-Champagne-Ardenne-Lorraine
67,220;Bas-Rhin;Alsace-Champagne-Ardenne-Lorraine
28,630;Eure-et-Loir;Centre-Val de Loire
34,820;Hérault;Languedoc-Roussillon-Midi-Pyrénées
33,120;Gironde;Aquitaine-Limousin-Poitou-Charentes
71,200;Saône-et-Loire;Bourgogne-Franche-Comté
78,960;Yvelines;Ile-de-France
30,730;Gard;Languedoc-Roussillon-Midi-Pyrénées
43,190;Haute-Loire;Auvergne-Rhône-Alpes
27,110;Eure;Normandie
4,370;Alpes-de-Haute-Provence;Provence-Alpes-Côte d'Azur
38,200;Isre;Auvergne-Rhône-Alpes
85,700;Vendée;Pays de la Loire
55,200;Meuse;Alsace-Champagne-Ardenne-Lorraine
94,410;Val-de-Marne;Ile-de-France
60,230;Oise;Nord-Pas-de-Calais-Picardie
64,420;Pyrénées-Atlantiques;Aquitaine-Limousin-Poitou-Charentes
44,730;Loire-Atlantique;Pays de la Loire
1,220;Ain;Auvergne-Rhône-Alpes
78,350;Yvelines;Ile-de-France
89,800;Yonne;Bourgogne-Franche-Comté
66,000;Pyrénées-Orientales;Languedoc-Roussillon-Midi-Pyrénées
38,220;Isre;Auvergne-Rhône-Alpes
69,480;Rhône;Auvergne-Rhône-Alpes
67,410;Bas-Rhin;Alsace-Champagne-Ardenne-Lorraine
69,100;Rhône;Auvergne-Rhône-Alpes
49,100;Maine-et-Loire;Pays de la Loire
95,430;Val-d'oise;Ile-de-France
68,760;Haut-Rhin;Alsace-Champagne-Ardenne-Lorraine
31,410;Haute-Garonne;Languedoc-Roussillon-Midi-Pyrénées
78,120;Yvelines;Ile-de-France
66,300;Pyrénées-Orientales;Languedoc-Roussillon-Midi-Pyrénées
78,111;Yvelines;Ile-de-France
51,240;Marne;Alsace-Champagne-Ardenne-Lorraine
71,370;Saône-et-Loire;Bourgogne-Franche-Comté
44,700;Loire-Atlantique;Pays de la Loire
51,160;Marne;Alsace-Champagne-Ardenne-Lorraine
91,590;Essonne;Ile-de-France
38,320;Isre;Auvergne-Rhône-Alpes
31,330;Haute-Garonne;Languedoc-Roussillon-Midi-Pyrénées
62,149;Pas-de-Calais;Nord-Pas-de-Calais-Picardie
70,110;Haute-Saône;Bourgogne-Franche-Comté
69,230;Rhône;Auvergne-Rhône-Alpes
33,300;Gironde;Aquitaine-Limousin-Poitou-Charentes
72,340;Sarthe;Pays de la Loire
31,440;Haute-Garonne;Languedoc-Roussillon-Midi-Pyrénées
69,280;Rhône;Auvergne-Rhône-Alpes
59,175;Nord;Nord-Pas-de-Calais-Picardie
40,180;Landes;Aquitaine-Limousin-Poitou-Charentes
6,110;Alpes-Maritimes;Provence-Alpes-Côte d'Azur
42,800;Loire;Auvergne-Rhône-Alpes
33,610;Gironde;Aquitaine-Limousin-Poitou-Charentes
38,140;Isre;Auvergne-Rhône-Alpes
57,100;Moselle;Alsace-Champagne-Ardenne-Lorraine
31,130;Haute-Garonne;Languedoc-Roussillon-Midi-Pyrénées
88,220;Vosges;Alsace-Champagne-Ardenne-Lorraine
91,360;Essonne;Ile-de-France
78,330;Yvelines;Ile-de-France
13,105;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur
74,370;Haute-Savoie;Auvergne-Rhône-Alpes
39,300;Jura;Bourgogne-Franche-Comté
30,900;Gard;Languedoc-Roussillon-Midi-Pyrénées
62,690;Pas-de-Calais;Nord-Pas-de-Calais-Picardie
59,370;Nord;Nord-Pas-de-Calais-Picardie
86,000;Vienne;Aquitaine-Limousin-Poitou-Charentes
13,890;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur
27,130;Eure;Normandie
6,330;Alpes-Maritimes;Provence-Alpes-Côte d'Azur
84,600;Vaucluse;Provence-Alpes-Côte d'Azur
29,800;Finistre;Bretagne
54,410;Meurthe-et-Moselle;Alsace-Champagne-Ardenne-Lorraine
33,390;Gironde;Aquitaine-Limousin-Poitou-Charentes
21,000;Côte-d'or;Bourgogne-Franche-Comté
42,480;Loire;Auvergne-Rhône-Alpes
60,610;Oise;Nord-Pas-de-Calais-Picardie
78,680;Yvelines;Ile-de-France
59,220;Nord;Nord-Pas-de-Calais-Picardie
54,460;Meurthe-et-Moselle;Alsace-Champagne-Ardenne-Lorraine
91,300;Essonne;Ile-de-France
51,800;Marne;Alsace-Champagne-Ardenne-Lorraine
25,700;Doubs;Bourgogne-Franche-Comté
91,000;Essonne;Ile-de-France
80,110;Somme;Nord-Pas-de-Calais-Picardie
15,270;Cantal;Auvergne-Rhône-Alpes
92,220;Hauts-de-Seine;Ile-de-France
69,130;Rhône;Auvergne-Rhône-Alpes
45,110;Loiret;Centre-Val de Loire
38,240;Isre;Auvergne-Rhône-Alpes
33,510;Gironde;Aquitaine-Limousin-Poitou-Charentes
76,116;Seine-Maritime;Normandie
51,340;Marne;Alsace-Champagne-Ardenne-Lorraine
50,200;Manche;Normandie
59,760;Nord;Nord-Pas-de-Calais-Picardie
37,000;Indre-et-Loire;Centre-Val de Loire
61,110;Orne;Normandie
13,370;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur
10,300;Aube;Alsace-Champagne-Ardenne-Lorraine
54,700;Meurthe-et-Moselle;Alsace-Champagne-Ardenne-Lorraine
30,500;Gard;Languedoc-Roussillon-Midi-Pyrénées
43,350;Haute-Loire;Auvergne-Rhône-Alpes
26,160;Drôme;Auvergne-Rhône-Alpes
13,270;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur
13,260;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur
11,160;Aude;Languedoc-Roussillon-Midi-Pyrénées
30,250;Gard;Languedoc-Roussillon-Midi-Pyrénées
78,980;Yvelines;Ile-de-France
18,700;Cher;Centre-Val de Loire
59,553;Nord;Nord-Pas-de-Calais-Picardie
22,380;Côtes-d'armor;Bretagne
67,600;Bas-Rhin;Alsace-Champagne-Ardenne-Lorraine
26,500;Drôme;Auvergne-Rhône-Alpes
8,450;Ardennes;Alsace-Champagne-Ardenne-Lorraine
14,150;Calvados;Normandie
83,390;Var;Provence-Alpes-Côte d'Azur
44,115;Loire-Atlantique;Pays de la Loire
72,000;Sarthe;Pays de la Loire
30,400;Gard;Languedoc-Roussillon-Midi-Pyrénées
79,300;Deux-Svres;Aquitaine-Limousin-Poitou-Charentes
59,213;Nord;Nord-Pas-de-Calais-Picardie
35,240;Ille-et-Vilaine;Bretagne
64,140;Pyrénées-Atlantiques;Aquitaine-Limousin-Poitou-Charentes
74,930;Haute-Savoie;Auvergne-Rhône-Alpes
34,160;Hérault;Languedoc-Roussillon-Midi-Pyrénées
57,455;Moselle;Alsace-Champagne-Ardenne-Lorraine
83,670;Var;Provence-Alpes-Côte d'Azur
38,410;Isre;Auvergne-Rhône-Alpes
34,450;Hérault;Languedoc-Roussillon-Midi-Pyrénées
7,500;Ardche;Auvergne-Rhône-Alpes
26,000;Drôme;Auvergne-Rhône-Alpes
44,860;Loire-Atlantique;Pays de la Loire
56,950;Morbihan;Bretagne
86,310;Vienne;Aquitaine-Limousin-Poitou-Charentes
49,220;Maine-et-Loire;Pays de la Loire
19,350;Corrze;Aquitaine-Limousin-Poitou-Charentes
94,140;Val-de-Marne;Ile-de-France
67,880;Bas-Rhin;Alsace-Champagne-Ardenne-Lorraine
91,320;Essonne;Ile-de-France
1,300;Ain;Auvergne-Rhône-Alpes
71,000;Saône-et-Loire;Bourgogne-Franche-Comté
73,220;Savoie;Auvergne-Rhône-Alpes
34,170;Hérault;Languedoc-Roussillon-Midi-Pyrénées
56,440;Morbihan;Bretagne
85,230;Vendée;Pays de la Loire
83,160;Var;Provence-Alpes-Côte d'Azur
81,150;Tarn;Languedoc-Roussillon-Midi-Pyrénées
66,690;Pyrénées-Orientales;Languedoc-Roussillon-Midi-Pyrénées
92,340;Hauts-de-Seine;Ile-de-France
56,350;Morbihan;Bretagne
95,810;Val-d'oise;Ile-de-France
59,170;Nord;Nord-Pas-de-Calais-Picardie
13,122;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur
93,150;Seine-Saint-Denis;Ile-de-France
78,450;Yvelines;Ile-de-France
21,490;Côte-d'or;Bourgogne-Franche-Comté
47,500;Lot-et-Garonne;Aquitaine-Limousin-Poitou-Charentes
67,150;Bas-Rhin;Alsace-Champagne-Ardenne-Lorraine
44,350;Loire-Atlantique;Pays de la Loire
78,250;Yvelines;Ile-de-France
76,160;Seine-Maritime;Normandie
91,390;Essonne;Ile-de-France
67,760;Bas-Rhin;Alsace-Champagne-Ardenne-Lorraine
54,270;Meurthe-et-Moselle;Alsace-Champagne-Ardenne-Lorraine
77,120;Seine-et-Marne;Ile-de-France
26,740;Drôme;Auvergne-Rhône-Alpes
94,880;Val-de-Marne;Ile-de-France
62,590;Pas-de-Calais;Nord-Pas-de-Calais-Picardie
4,290;Alpes-de-Haute-Provence;Provence-Alpes-Côte d'Azur
25,300;Doubs;Bourgogne-Franche-Comté
67,202;Bas-Rhin;Alsace-Champagne-Ardenne-Lorraine
59,267;Nord;Nord-Pas-de-Calais-Picardie
30,330;Gard;Languedoc-Roussillon-Midi-Pyrénées
30,540;Gard;Languedoc-Roussillon-Midi-Pyrénées
52,130;Haute-Marne;Alsace-Champagne-Ardenne-Lorraine
25,530;Doubs;Bourgogne-Franche-Comté
77,700;Seine-et-Marne;Ile-de-France
83,210;Var;Provence-Alpes-Côte d'Azur
6,320;Alpes-Maritimes;Provence-Alpes-Côte d'Azur
64,121;Pyrénées-Atlantiques;Aquitaine-Limousin-Poitou-Charentes
37,380;Indre-et-Loire;Centre-Val de Loire
13,660;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur
67,630;Bas-Rhin;Alsace-Champagne-Ardenne-Lorraine
67,210;Bas-Rhin;Alsace-Champagne-Ardenne-Lorraine
78,280;Yvelines;Ile-de-France
42,290;Loire;Auvergne-Rhône-Alpes
21,320;Côte-d'or;Bourgogne-Franche-Comté
76,460;Seine-Maritime;Normandie
26,270;Drôme;Auvergne-Rhône-Alpes
42,170;Loire;Auvergne-Rhône-Alpes
74,100;Haute-Savoie;Auvergne-Rhône-Alpes
31,500;Haute-Garonne;Languedoc-Roussillon-Midi-Pyrénées
55,000;Meuse;Alsace-Champagne-Ardenne-Lorraine
44,600;Loire-Atlantique;Pays de la Loire
35,580;Ille-et-Vilaine;Bretagne
13,002;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur
59,330;Nord;Nord-Pas-de-Calais-Picardie
47,390;Lot-et-Garonne;Aquitaine-Limousin-Poitou-Charentes
13,190;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur
44,190;Loire-Atlantique;Pays de la Loire
2,190;Aisne;Nord-Pas-de-Calais-Picardie
17,500;Charente-Maritime;Aquitaine-Limousin-Poitou-Charentes
34,960;Hérault;Languedoc-Roussillon-Midi-Pyrénées
30,660;Gard;Languedoc-Roussillon-Midi-Pyrénées
95,440;Val-d'oise;Ile-de-France
11,590;Aude;Languedoc-Roussillon-Midi-Pyrénées
60,530;Oise;Nord-Pas-de-Calais-Picardie
60,310;Oise;Nord-Pas-de-Calais-Picardie
49,500;Maine-et-Loire;Pays de la Loire
57,310;Moselle;Alsace-Champagne-Ardenne-Lorraine
59,280;Nord;Nord-Pas-de-Calais-Picardie
44,330;Loire-Atlantique;Pays de la Loire
59,131;Nord;Nord-Pas-de-Calais-Picardie
24,660;Dordogne;Aquitaine-Limousin-Poitou-Charentes
37,540;Indre-et-Loire;Centre-Val de Loire
32,400;Gers;Languedoc-Roussillon-Midi-Pyrénées
17,620;Charente-Maritime;Aquitaine-Limousin-Poitou-Charentes
13,460;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur
74,340;Haute-Savoie;Auvergne-Rhône-Alpes
74,320;Haute-Savoie;Auvergne-Rhône-Alpes
12,740;Aveyron;Languedoc-Roussillon-Midi-Pyrénées
76,780;Seine-Maritime;Normandie
70,100;Haute-Saône;Bourgogne-Franche-Comté
23,250;Creuse;Aquitaine-Limousin-Poitou-Charentes
35,230;Ille-et-Vilaine;Bretagne
59,251;Nord;Nord-Pas-de-Calais-Picardie
38,360;Isre;Auvergne-Rhône-Alpes
41,130;Loir-et-Cher;Centre-Val de Loire
95,120;Val-d'oise;Ile-de-France
59,750;Nord;Nord-Pas-de-Calais-Picardie
13,620;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur
59,114;Nord;Nord-Pas-de-Calais-Picardie
66,270;Pyrénées-Orientales;Languedoc-Roussillon-Midi-Pyrénées
83,740;Var;Provence-Alpes-Côte d'Azur
56,700;Morbihan;Bretagne
31,160;Haute-Garonne;Languedoc-Roussillon-Midi-Pyrénées
95,140;Val-d'oise;Ile-de-France
62,131;Pas-de-Calais;Nord-Pas-de-Calais-Picardie
43,370;Haute-Loire;Auvergne-Rhône-Alpes
78,930;Yvelines;Ile-de-France
14,800;Calvados;Normandie
56,860;Morbihan;Bretagne
91,690;Essonne;Ile-de-France
14,140;Calvados;Normandie
76,870;Seine-Maritime;Normandie
51,110;Marne;Alsace-Champagne-Ardenne-Lorraine
34,725;Hérault;Languedoc-Roussillon-Midi-Pyrénées
27,210;Eure;Normandie
61,100;Orne;Normandie
38,610;Isre;Auvergne-Rhône-Alpes
68,100;Haut-Rhin;Alsace-Champagne-Ardenne-Lorraine
60,410;Oise;Nord-Pas-de-Calais-Picardie
54,210;Meurthe-et-Moselle;Alsace-Champagne-Ardenne-Lorraine
81,350;Tarn;Languedoc-Roussillon-Midi-Pyrénées
35,190;Ille-et-Vilaine;Bretagne
59,480;Nord;Nord-Pas-de-Calais-Picardie
67,480;Bas-Rhin;Alsace-Champagne-Ardenne-Lorraine
30,190;Gard;Languedoc-Roussillon-Midi-Pyrénées
38,120;Isre;Auvergne-Rhône-Alpes
67,270;Bas-Rhin;Alsace-Champagne-Ardenne-Lorraine
33,580;Gironde;Aquitaine-Limousin-Poitou-Charentes
67,130;Bas-Rhin;Alsace-Champagne-Ardenne-Lorraine
4,300;Alpes-de-Haute-Provence;Provence-Alpes-Côte d'Azur
94,380;Val-de-Marne;Ile-de-France
13,760;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur
14,111;Calvados;Normandie
42,320;Loire;Auvergne-Rhône-Alpes
94,600;Val-de-Marne;Ile-de-France
68,490;Haut-Rhin;Alsace-Champagne-Ardenne-Lorraine
78,990;Yvelines;Ile-de-France
58,120;Nivre;Bourgogne-Franche-Comté
67,960;Bas-Rhin;Alsace-Champagne-Ardenne-Lorraine
32,450;Gers;Languedoc-Roussillon-Midi-Pyrénées
77,310;Seine-et-Marne;Ile-de-France
68,250;Haut-Rhin;Alsace-Champagne-Ardenne-Lorraine
74,400;Haute-Savoie;Auvergne-Rhône-Alpes
68,116;Haut-Rhin;Alsace-Champagne-Ardenne-Lorraine
66,620;Pyrénées-Orientales;Languedoc-Roussillon-Midi-Pyrénées
42,470;Loire;Auvergne-Rhône-Alpes
93,120;Seine-Saint-Denis;Ile-de-France
93,800;Seine-Saint-Denis;Ile-de-France
62,380;Pas-de-Calais;Nord-Pas-de-Calais-Picardie
40,280;Landes;Aquitaine-Limousin-Poitou-Charentes
59,237;Nord;Nord-Pas-de-Calais-Picardie
30,410;Gard;Languedoc-Roussillon-Midi-Pyrénées
59,147;Nord;Nord-Pas-de-Calais-Picardie
85,280;Vendée;Pays de la Loire
59,133;Nord;Nord-Pas-de-Calais-Picardie
29,790;Finistre;Bretagne
49,320;Maine-et-Loire;Pays de la Loire
95,690;Val-d'oise;Ile-de-France
16,100;Charente;Aquitaine-Limousin-Poitou-Charentes
45,640;Loiret;Centre-Val de Loire
77,690;Seine-et-Marne;Ile-de-France
84,160;Vaucluse;Provence-Alpes-Côte d'Azur
78,460;Yvelines;Ile-de-France
28,330;Eure-et-Loir;Centre-Val de Loire
59,216;Nord;Nord-Pas-de-Calais-Picardie
78,560;Yvelines;Ile-de-France
59,860;Nord;Nord-Pas-de-Calais-Picardie
95,490;Val-d'oise;Ile-de-France
10,126;Aube;Alsace-Champagne-Ardenne-Lorraine
69,422;Rhône;Auvergne-Rhône-Alpes
2,110;Aisne;Nord-Pas-de-Calais-Picardie
25,250;Doubs;Bourgogne-Franche-Comté
54,360;Meurthe-et-Moselle;Alsace-Champagne-Ardenne-Lorraine
88,100;Vosges;Alsace-Champagne-Ardenne-Lorraine
22,150;Côtes-d'armor;Bretagne
59,169;Nord;Nord-Pas-de-Calais-Picardie
14,850;Calvados;Normandie
31,850;Haute-Garonne;Languedoc-Roussillon-Midi-Pyrénées
14,740;Calvados;Normandie
87,150;Haute-Vienne;Aquitaine-Limousin-Poitou-Charentes
85,220;Vendée;Pays de la Loire
60,153;Oise;Nord-Pas-de-Calais-Picardie
44,005;Loire-Atlantique;Pays de la Loire
25,150;Doubs;Bourgogne-Franche-Comté
60,890;Oise;Nord-Pas-de-Calais-Picardie
59,950;Nord;Nord-Pas-de-Calais-Picardie
22,300;Côtes-d'armor;Bretagne
3,370;Allier;Auvergne-Rhône-Alpes
1,340;Ain;Auvergne-Rhône-Alpes
94,290;Val-de-Marne;Ile-de-France
7,400;Ardche;Auvergne-Rhône-Alpes
31,140;Haute-Garonne;Languedoc-Roussillon-Midi-Pyrénées
42,155;Loire;Auvergne-Rhône-Alpes
35,270;Ille-et-Vilaine;Bretagne
71,870;Saône-et-Loire;Bourgogne-Franche-Comté
64,210;Pyrénées-Atlantiques;Aquitaine-Limousin-Poitou-Charentes
80,640;Somme;Nord-Pas-de-Calais-Picardie
11,250;Aude;Languedoc-Roussillon-Midi-Pyrénées
72,610;Sarthe;Pays de la Loire
93,420;Seine-Saint-Denis;Ile-de-France
24,750;Dordogne;Aquitaine-Limousin-Poitou-Charentes
91,650;Essonne;Ile-de-France
22,370;Côtes-d'armor;Bretagne
13,280;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur
85,670;Vendée;Pays de la Loire
11,370;Aude;Languedoc-Roussillon-Midi-Pyrénées
81,340;Tarn;Languedoc-Roussillon-Midi-Pyrénées
59,190;Nord;Nord-Pas-de-Calais-Picardie
59,226;Nord;Nord-Pas-de-Calais-Picardie
77,124;Seine-et-Marne;Ile-de-France
80,190;Somme;Nord-Pas-de-Calais-Picardie
69,770;Rhône;Auvergne-Rhône-Alpes
26,001;Drôme;Auvergne-Rhône-Alpes
6,230;Alpes-Maritimes;Provence-Alpes-Côte d'Azur
6,690;Alpes-Maritimes;Provence-Alpes-Côte d'Azur
38,640;Isre;Auvergne-Rhône-Alpes
59,430;Nord;Nord-Pas-de-Calais-Picardie
8,460;Ardennes;Alsace-Champagne-Ardenne-Lorraine
24,400;Dordogne;Aquitaine-Limousin-Poitou-Charentes
60,190;Oise;Nord-Pas-de-Calais-Picardie
57,570;Moselle;Alsace-Champagne-Ardenne-Lorraine
81,000;Tarn;Languedoc-Roussillon-Midi-Pyrénées
30,980;Gard;Languedoc-Roussillon-Midi-Pyrénées
63,116;Puy-de-Dôme;Auvergne-Rhône-Alpes
18,110;Cher;Centre-Val de Loire
42,110;Loire;Auvergne-Rhône-Alpes
26,110;Drôme;Auvergne-Rhône-Alpes
41,260;Loir-et-Cher;Centre-Val de Loire
22,600;Côtes-d'armor;Bretagne
64,450;Pyrénées-Atlantiques;Aquitaine-Limousin-Poitou-Charentes
38,960;Isre;Auvergne-Rhône-Alpes
89,240;Yonne;Bourgogne-Franche-Comté
76,700;Seine-Maritime;Normandie
50,100;Manche;Normandie
