B_ID;SEXE;REGIME_SOCIAL
5,549;Homme;G
11,382;Homme;A
28,765;Homme;G
304;Homme;G
26,270;Homme;A
23,419;Homme;A
21,016;Femme;A
5,095;Femme;G
2,317;Femme;G
38,137;Femme;A
14,029;Femme;G
48,493;Femme;G
32,452;Homme;A
37,419;Homme;G
6,690;Femme;G
28,609;Femme;G
19,633;Femme;A
33,461;Homme;G
14,514;Femme;A
5,831;Femme;G
32,041;Homme;A
12,152;Femme;A
43,257;Homme;L
16,435;Homme;G
51,986;Femme;D
52,021;Homme;G
2,735;Femme;A
48,444;Femme;A
9,470;Femme;A
1,632;Homme;G
19,440;Femme;A
18,028;Homme;D
49,325;Femme;A
23,399;Femme;A
37,896;Homme;G
11,211;Homme;A
43,676;Homme;A
11,360;Homme;A
29,549;Homme;G
8,411;Homme;A
20,114;Homme;G
27,859;Homme;A
42,281;Homme;A
48,306;Homme;A
40,293;Femme;G
13,256;Femme;G
24,775;Homme;L
20,744;Femme;G
37,988;Homme;A
41,727;Femme;G
43,011;Homme;G
27,574;Homme;A
22,484;Femme;G
25,020;Homme;G
48,368;Homme;G
7,830;Homme;A
9,956;Homme;G
45,986;Homme;A
21,352;Homme;G
23,809;Femme;A
8,247;Femme;G
11,311;Homme;G
26,670;Femme;G
26,721;Femme;A
12;Homme;L
41,467;Femme;A
38,882;Homme;G
44,232;Femme;G
17,334;Femme;G
30,073;Homme;G
27,860;Homme;A
5,433;Homme;G
28,418;Homme;G
43,171;Femme;A
3,581;Homme;G
38,036;Femme;G
2,604;Femme;G
26,549;Homme;G
20,188;Femme;G
45,129;Femme;A
27,919;Homme;L
39,434;Femme;G
9,117;Femme;G
813;Homme;G
8,159;Homme;A
37,483;Homme;G
22,825;Homme;A
15,317;Femme;G
16,016;Femme;G
48,857;Femme;G
37,689;Femme;A
24,991;Femme;A
33,861;Homme;A
44,032;Femme;G
51,227;Homme;G
11,146;Femme;G
4,828;Homme;G
47,800;Femme;G
18,322;Femme;L
31,962;Femme;G
36,962;Homme;G
25,335;Femme;A
45,048;Homme;A
24,347;Homme;G
34,754;Femme;G
3,186;Femme;L
14,396;Femme;G
4,931;Femme;G
51,061;Homme;A
13,876;Femme;G
1,255;Femme;G
35,210;Femme;G
24,023;Homme;G
4,448;Femme;G
43,021;Homme;A
51,940;Femme;G
23,655;Femme;A
28,477;Femme;G
31,639;Homme;G
14,333;Femme;G
23,782;Homme;G
46,227;Homme;G
15,079;Homme;G
35,248;Femme;G
44;Femme;G
30,678;Homme;G
12,565;Homme;A
36,194;Femme;G
40,298;Femme;A
11,418;Homme;G
13,824;Homme;G
2,383;Femme;G
21,379;Femme;D
28,725;Homme;G
40,988;Homme;A
41,321;Femme;A
4,758;Homme;A
814;Femme;G
33,498;Femme;A
41,609;Femme;G
42,260;Homme;G
23,012;Femme;G
27,863;Femme;G
34,863;Femme;G
3,955;Homme;G
44,609;Femme;A
4,216;Femme;G
16,496;Femme;A
5,802;Femme;G
31,943;Femme;L
33,813;Femme;A
52,067;Homme;A
29,651;Homme;G
52,211;Femme;A
34,033;Femme;G
34,499;Homme;A
36,356;Homme;A
39,018;Homme;A
24,330;Femme;G
45,730;Homme;G
36,092;Femme;G
16,187;Homme;A
1,794;Femme;A
23,966;Homme;G
31,312;Femme;G
45,510;Homme;G
11,785;Femme;G
21,740;Femme;G
3,731;Femme;G
18,738;Femme;A
21,403;Homme;G
51,650;Femme;G
9,028;Femme;A
18,133;Homme;G
21,980;Homme;G
10,856;Femme;G
47,141;Homme;A
47,160;Homme;G
17,378;Femme;A
23,237;Femme;G
15,644;Homme;A
6,159;Homme;A
51,725;Homme;G
9,403;Homme;A
25,353;Femme;A
11,585;Femme;A
20,547;Homme;G
31,296;Femme;G
33,688;Femme;G
24,211;Femme;G
44,396;Homme;G
44,399;Homme;G
44,560;Homme;G
17,128;Homme;G
36,765;Femme;G
34,430;Homme;G
23,075;Homme;A
14,900;Homme;G
15,818;Femme;G
30,756;Homme;G
17,948;Homme;G
2,545;Homme;G
7,799;Femme;G
5,464;Homme;G
24,384;Femme;G
28,710;Homme;G
32,571;Homme;A
43,129;Femme;G
43,561;Femme;A
49,044;Homme;D
4,002;Femme;A
29,573;Femme;G
18,011;Homme;G
9,623;Femme;G
11,306;Femme;A
40,362;Homme;A
47,515;Femme;G
18,987;Femme;D
40,296;Femme;G
26,052;Femme;G
20,268;Homme;G
28,518;Femme;G
42,125;Femme;A
19,049;Femme;G
43,703;Femme;G
10,515;Femme;A
15,801;Homme;A
4,184;Femme;G
35,700;Femme;G
7,152;Homme;G
45,061;Homme;A
27,586;Homme;A
29,603;Femme;A
13,504;Homme;A
32,337;Homme;G
15,525;Homme;G
21,692;Homme;A
37,434;Homme;A
50,705;Homme;A
8,236;Femme;G
39,866;Homme;G
18,532;Homme;G
36,706;Femme;A
10,367;Homme;G
11,647;Homme;A
45,448;Femme;G
22,449;Homme;G
24,040;Femme;G
40,239;Homme;G
8,822;Femme;G
24,715;Femme;G
6,269;Homme;A
46,145;Femme;G
29,414;Homme;G
40,614;Homme;G
45,284;Homme;G
50,113;Femme;G
8,106;Femme;G
16,909;Femme;A
31,416;Homme;G
5,282;Homme;G
22,665;Femme;G
7,860;Femme;G
44,331;Femme;A
29,795;Femme;G
4,319;Femme;G
25,482;Homme;G
25,934;Homme;G
29,217;Homme;G
9,562;Femme;G
27,359;Femme;G
11,329;Femme;A
16,519;Femme;A
43,521;Homme;G
9,011;Homme;A
20,539;Homme;G
25,040;Homme;G
29,231;Femme;G
51,870;Femme;A
4,231;Homme;G
13,107;Homme;A
36,254;Homme;A
15,817;Homme;G
23,190;Homme;G
33,154;Homme;G
117;Homme;A
13,784;Homme;G
16,490;Homme;G
19,235;Homme;G
21,156;Homme;A
39,058;Femme;G
8,016;Femme;G
42,001;Homme;G
4,166;Femme;G
11,246;Homme;A
41,081;Homme;A
32,562;Femme;G
46,517;Homme;G
17,301;Femme;G
38,983;Homme;A
2,603;Homme;G
2,496;Homme;A
5,967;Homme;A
25,435;Femme;A
39,828;Femme;A
10,652;Homme;A
21,699;Femme;G
29,387;Femme;G
2,803;Homme;A
22,912;Homme;A
25,469;Homme;A
42,423;Homme;G
43,780;Homme;G
37,970;Femme;A
39,840;Femme;G
45,672;Homme;G
30,981;Femme;A
50,831;Homme;G
2,559;Homme;G
2,734;Homme;G
2,845;Homme;G
19,096;Femme;G
19,730;Femme;G
20,708;Homme;A
29,121;Homme;G
49,292;Homme;G
40,158;Femme;G
43,622;Femme;A
33,891;Homme;A
46,257;Femme;G
10,984;Homme;G
19,100;Homme;G
32,068;Homme;G
48,531;Homme;G
49,242;Femme;A
17,279;Femme;G
18,502;Femme;A
18,755;Homme;G
48,737;Femme;A
52,189;Femme;G
44,296;Femme;G
47,951;Femme;A
37,341;Homme;A
37,693;Homme;G
34,735;Homme;A
10,201;Femme;G
32,738;Femme;G
35,671;Femme;G
46,704;Homme;G
17,439;Homme;L
32,187;Homme;G
48,463;Femme;G
7,281;Homme;A
43,976;Femme;G
45,549;Femme;G
2,085;Homme;G
15,811;Femme;G
25,943;Femme;G
41,539;Femme;G
8,870;Femme;G
23,377;Homme;G
18,650;Femme;G
3,893;Homme;A
16,816;Femme;A
18,269;Femme;G
47,964;Femme;G
23,319;Femme;G
36,918;Homme;G
40,843;Femme;A
8,137;Homme;A
40,503;Homme;G
14,810;Femme;G
15,332;Homme;G
16,072;Femme;A
9,037;Homme;A
7,308;Homme;A
18,977;Homme;A
35,927;Homme;A
22,537;Homme;G
1,880;Homme;G
5,053;Homme;G
8,718;Femme;A
13,295;Homme;A
23,260;Femme;G
31,340;Femme;G
33,910;Femme;G
13,306;Femme;G
17,246;Femme;G
3,164;Homme;G
14,530;Homme;G
22,694;Femme;A
43,846;Homme;A
18,005;Homme;A
18,609;Homme;A
23,454;Femme;G
1,907;Homme;A
29,989;Femme;A
10,581;Homme;G
12,266;Femme;G
39,482;Homme;G
6,013;Femme;G
51,629;Homme;G
21,274;Femme;G
33;Femme;G
19,975;Homme;G
5,182;Homme;G
49,098;Femme;A
18,520;Femme;G
23,725;Homme;A
7,901;Femme;G
32,366;Homme;G
44,372;Femme;A
12,647;Femme;G
17,698;Homme;G
13,747;Homme;G
28,864;Femme;A
20,741;Femme;A
25,993;Homme;G
10,727;Femme;G
11,538;Homme;G
26,448;Femme;G
31,760;Femme;G
19,603;Homme;G
39,573;Homme;A
45,980;Femme;G
6,071;Femme;G
27,465;Homme;G
39,883;Homme;G
5,101;Homme;A
39,721;Femme;G
48,509;Homme;G
286;Homme;A
14,529;Femme;A
27,122;Homme;G
44,404;Homme;G
44,082;Femme;A
1,623;Homme;G
23,703;Femme;A
31,904;Femme;G
31,912;Femme;G
51,678;Homme;L
21,011;Femme;G
38,969;Femme;G
31,043;Femme;A
1,188;Femme;G
8,710;Homme;G
32,330;Homme;G
41,998;Femme;G
46,670;Femme;G
46,793;Femme;G
17,663;Homme;G
43,662;Femme;G
14,014;Homme;G
46,830;Femme;A
16,124;Homme;G
22,312;Femme;G
35,701;Femme;L
38,758;Femme;A
34,203;Homme;A
43,074;Homme;A
27,885;Homme;A
11,248;Femme;G
37,763;Femme;A
39,377;Femme;G
34,345;Femme;G
6,484;Femme;G
41,446;Homme;A
18,623;Homme;G
11,623;Homme;G
23,730;Homme;A
3,833;Homme;A
6,900;Homme;A
6,995;Femme;G
7,109;Femme;G
37,018;Homme;A
39,247;Homme;A
40,318;Femme;G
3,329;Homme;G
27,041;Homme;G
46,696;Femme;G
364;Homme;L
8,640;Femme;A
35,093;Homme;A
15,836;Femme;G
33,087;Femme;G
48,455;Homme;L
49,535;Femme;G
19,058;Femme;G
25,868;Femme;G
31,033;Homme;G
41,489;Femme;A
51,856;Femme;A
7,746;Femme;A
26,753;Femme;G
42,796;Femme;L
47,835;Femme;G
23,425;Femme;G
30,219;Femme;L
43,960;Femme;G
47,388;Femme;A
4,064;Femme;G
676;Homme;A
33,014;Homme;A
25,747;Femme;G
16,272;Femme;G
32,740;Femme;A
1,154;Homme;A
5,689;Femme;G
16,558;Homme;A
24,234;Femme;G
11,964;Homme;G
33,182;Homme;A
26,320;Femme;G
9,446;Homme;G
24,377;Femme;A
47,473;Femme;G
1,825;Homme;A
9,188;Femme;G
17,509;Femme;A
22,162;Femme;D
40,206;Femme;A
21,992;Femme;G
30,057;Femme;G
35,399;Femme;G
37,005;Homme;G
41,400;Homme;G
42,958;Homme;A
37,501;Homme;G
19,074;Femme;G
37,028;Femme;G
20,747;Homme;A
45,237;Homme;G
6,250;Femme;G
20,247;Homme;G
16,366;Femme;G
2,056;Femme;A
42,578;Femme;A
51,959;Femme;G
22,183;Homme;G
30,071;Femme;G
3,849;Femme;G
39,650;Femme;G
7,391;Homme;A
32,461;Femme;G
48,930;Homme;G
19,976;Femme;G
31,509;Homme;G
2,115;Femme;G
2,376;Femme;G
6,384;Femme;G
21,782;Femme;G
48,064;Homme;D
22,094;Femme;G
30,034;Homme;A
31,575;Femme;G
1,117;Femme;G
26,095;Femme;G
37,552;Femme;A
22,723;Homme;A
12,895;Femme;G
29,935;Femme;G
13,160;Homme;A
855;Homme;A
15,546;Femme;G
46,589;Homme;G
49,073;Femme;A
49,078;Homme;A
19,498;Femme;A
28,671;Homme;G
14,241;Homme;G
14,552;Femme;A
46,686;Homme;G
9,888;Femme;G
35,034;Homme;A
47,425;Homme;G
21,976;Femme;G
30,962;Homme;G
2,167;Femme;G
10,376;Femme;G
25,935;Femme;G
14,035;Femme;G
3,948;Femme;G
8,030;Homme;G
44,668;Homme;A
46,729;Femme;G
11,344;Femme;G
52,086;Homme;G
16,295;Homme;G
18,168;Femme;G
36,722;Femme;G
5,212;Homme;A
6,876;Femme;G
9,461;Homme;A
23,989;Femme;A
32,706;Femme;A
12,787;Homme;A
1,477;Femme;G
11,108;Homme;G
32,273;Femme;A
9,042;Femme;G
11,482;Femme;A
19,517;Homme;G
5,616;Femme;G
46,024;Homme;G
51,354;Femme;A
3,866;Femme;G
22,322;Femme;G
27,433;Homme;G
38,774;Homme;A
3,580;Homme;A
33,858;Femme;A
4,427;Homme;D
12,247;Femme;A
17,485;Homme;G
27,723;Femme;A
46,725;Femme;G
13,071;Femme;A
35,450;Homme;G
42,776;Homme;G
7,345;Homme;G
20,205;Femme;G
3,477;Femme;G
28,499;Homme;G
16,209;Homme;A
48,636;Femme;L
49,763;Homme;G
15,656;Homme;G
5,760;Femme;A
5,677;Femme;A
33,359;Femme;G
46,501;Femme;G
8,104;Homme;A
37,791;Homme;G
3,358;Homme;G
26,750;Femme;G
43,857;Homme;G
11,062;Homme;G
19,414;Homme;G
40,930;Homme;A
39,310;Femme;G
2,632;Femme;L
15,093;Homme;G
2,455;Homme;A
6,358;Femme;A
18,757;Homme;G
37,061;Homme;A
2,397;Homme;G
27,369;Homme;A
35,081;Homme;G
40,756;Femme;G
20,862;Homme;G
36,622;Femme;G
47,679;Homme;G
465;Homme;A
9,006;Homme;A
11,262;Femme;G
35,981;Homme;G
41,840;Femme;A
41,712;Homme;G
9,483;Homme;G
10,982;Homme;G
27,811;Femme;A
43,252;Homme;G
46,101;Homme;G
1,282;Femme;G
40,466;Homme;G
29,647;Homme;G
37,814;Homme;G
12,474;Homme;A
18,107;Femme;G
35,408;Femme;G
30,002;Femme;G
49,566;Homme;A
4,699;Femme;L
18,485;Homme;A
27,648;Homme;A
29,811;Femme;A
26,607;Femme;G
43,154;Femme;G
2,977;Homme;A
31,076;Femme;G
50,052;Homme;G
46,949;Femme;G
9,846;Femme;G
29,261;Femme;A
33,697;Homme;G
30,717;Femme;A
49,530;Femme;G
9,587;Homme;G
19,886;Femme;G
26,376;Homme;G
3,319;Homme;G
16,609;Homme;G
8,670;Femme;G
3,092;Femme;A
14,548;Femme;G
25,684;Homme;G
36,989;Femme;A
44,566;Femme;G
6,493;Homme;A
31,671;Homme;G
2,996;Femme;G
28,912;Femme;A
7,554;Homme;G
15,543;Femme;G
27,061;Homme;G
42,418;Femme;G
14,099;Femme;G
6,545;Femme;A
15,586;Femme;G
31,711;Femme;L
35,227;Femme;A
43,949;Femme;A
44,629;Femme;G
7,344;Femme;G
14,577;Homme;G
21,739;Homme;G
23,996;Femme;G
38,707;Femme;G
48,104;Homme;G
15,617;Homme;G
27,580;Femme;G
35,748;Femme;G
48,816;Femme;G
13,685;Femme;A
29,827;Homme;G
41,254;Femme;G
21,005;Homme;L
34,457;Homme;G
50,562;Femme;G
16,965;Femme;A
39,072;Femme;A
2,218;Femme;G
11,900;Femme;G
7,106;Femme;A
10,418;Homme;G
37,315;Femme;G
26,142;Homme;A
32,347;Femme;G
11,291;Femme;G
18,043;Homme;G
31,763;Homme;G
8,229;Homme;A
9,862;Femme;G
40,092;Homme;G
6,331;Femme;G
36,555;Femme;A
43,312;Femme;G
816;Homme;G
22,752;Femme;G
36,913;Femme;G
32,415;Femme;G
292;Homme;A
40,258;Homme;G
109;Homme;G
6,789;Homme;G
29,405;Homme;A
31,384;Homme;G
48,790;Femme;G
6,738;Femme;A
18,936;Femme;G
21,950;Femme;G
34,938;Femme;G
49,874;Femme;A
9,035;Homme;A
37,055;Femme;D
34,509;Femme;A
45,078;Femme;A
7,645;Femme;G
2,371;Femme;G
9,143;Femme;G
10,859;Femme;A
27,403;Femme;A
19,710;Femme;G
19,595;Femme;G
36,703;Homme;A
25,197;Homme;G
39,379;Femme;G
42,589;Femme;G
9,375;Femme;A
23,189;Homme;G
23,301;Femme;A
45,326;Homme;G
33,365;Femme;G
302;Femme;G
39,303;Femme;G
44,388;Homme;G
25,842;Femme;G
23,226;Femme;G
9,542;Homme;G
49,544;Homme;G
6,020;Homme;G
14,236;Homme;G
52,183;Homme;G
33,068;Femme;G
42,737;Femme;G
21,823;Femme;G
17,973;Homme;G
30,971;Femme;G
43,211;Homme;G
47,002;Homme;G
36,246;Femme;G
47,234;Femme;A
42,867;Femme;G
17,482;Femme;G
38,215;Femme;G
42,099;Femme;A
644;Homme;G
2,095;Femme;G
45,788;Homme;A
35,190;Homme;A
32,786;Femme;A
23,716;Femme;A
1,805;Femme;G
23,681;Femme;G
20,086;Femme;A
32,228;Femme;G
41,949;Homme;G
10,082;Femme;G
27,756;Homme;G
5,118;Homme;G
1,383;Homme;A
20,607;Femme;G
30,292;Homme;G
38,609;Femme;A
41,434;Femme;A
32,501;Femme;G
21,928;Femme;G
30,521;Femme;G
241;Homme;G
16,015;Femme;G
7,963;Homme;A
20,733;Femme;A
22,184;Homme;A
31,041;Homme;G
26,994;Femme;G
29,216;Homme;G
38,239;Femme;A
25,559;Homme;G
8,799;Homme;G
22,848;Homme;G
23,988;Homme;A
7,594;Homme;G
12,024;Femme;G
30,553;Homme;A
10,411;Homme;G
28,123;Homme;G
27,631;Homme;G
1,021;Homme;G
10,059;Femme;G
40,319;Femme;G
7,677;Femme;A
47,113;Femme;G
32,746;Homme;G
40,850;Homme;G
46,466;Homme;A
8,192;Femme;A
11,421;Homme;A
26,957;Femme;G
29,777;Femme;A
34,963;Homme;G
39,562;Femme;G
8,165;Homme;G
12,942;Homme;A
6,469;Femme;G
12,318;Femme;G
37,072;Femme;G
6,692;Homme;A
15,585;Femme;G
41,549;Femme;G
11,313;Femme;G
14,595;Femme;G
3,967;Femme;A
41,951;Femme;G
5,787;Femme;A
19,095;Homme;G
49,170;Homme;A
30,644;Homme;G
34,897;Femme;G
2,456;Femme;A
26,219;Femme;G
38,569;Femme;A
34,856;Femme;A
33,885;Homme;G
369;Femme;G
47,279;Homme;G
8,309;Homme;A
6,251;Femme;A
20,470;Homme;A
45,790;Homme;A
1,067;Femme;A
6,546;Homme;A
38,125;Homme;G
49,470;Homme;D
31,463;Femme;L
31,513;Femme;A
48,355;Femme;G
36,339;Femme;G
40,170;Femme;G
42,164;Homme;A
48,151;Homme;G
26,077;Femme;G
31,942;Homme;G
23,931;Femme;A
28,932;Femme;G
40,838;Homme;A
44,111;Homme;A
5,800;Femme;G
19,625;Femme;G
6,848;Femme;A
36,549;Femme;G
39,322;Homme;G
48,586;Homme;G
13,291;Homme;A
45,541;Femme;G
45,784;Homme;A
26,901;Femme;G
34,324;Femme;G
41,935;Femme;G
47,530;Homme;A
16,555;Homme;A
44,096;Femme;G
3,433;Homme;A
18,681;Homme;G
39,755;Femme;A
1,353;Femme;G
10,715;Homme;G
31,836;Femme;A
47,565;Femme;A
5,481;Homme;A
43,406;Femme;G
23,628;Homme;G
1,055;Femme;G
13,444;Femme;G
44,795;Homme;G
45,849;Femme;A
35,562;Homme;G
38,837;Femme;A
15,199;Femme;A
50,249;Homme;G
44,138;Femme;G
44,390;Femme;G
4,393;Femme;A
42,580;Homme;A
42,841;Femme;A
6,483;Homme;G
21,602;Femme;G
4,100;Homme;A
439;Femme;A
11,039;Homme;A
31,446;Femme;L
13,523;Femme;G
18,942;Femme;G
1,392;Femme;G
13,018;Femme;G
19,587;Homme;G
21,072;Femme;A
26,358;Femme;G
35,633;Femme;G
48,582;Femme;G
20,093;Femme;A
3,445;Homme;G
15,958;Femme;L
16,137;Femme;G
34,518;Homme;A
13,539;Femme;G
46,402;Homme;G
15,728;Homme;G
37,640;Femme;G
15,621;Femme;A
25,352;Femme;G
26,916;Femme;G
32,955;Femme;A
33,412;Femme;A
32,202;Femme;A
50,418;Femme;G
11,608;Femme;A
34,107;Femme;A
48,144;Homme;G
17,250;Homme;A
50,188;Femme;G
18,810;Homme;A
27,049;Homme;A
24,717;Femme;G
46,672;Femme;G
25,062;Femme;A
36,675;Homme;G
19,484;Femme;G
51,001;Femme;G
2,964;Femme;G
36,233;Femme;G
45,543;Homme;A
10,056;Femme;G
37,588;Femme;A
43,847;Femme;L
25,531;Femme;G
36,231;Femme;G
955;Homme;L
7,953;Homme;G
31,869;Femme;A
43,871;Femme;A
44,877;Femme;G
31,213;Homme;A
25,257;Femme;A
8,234;Femme;G
44,364;Homme;A
11,947;Homme;G
35,837;Femme;G
46,563;Femme;G
27,330;Femme;A
37,838;Femme;A
14,062;Homme;A
29,766;Femme;A
33,578;Homme;G
29,150;Femme;G
32,790;Homme;A
45,595;Femme;G
1,094;Homme;G
8,989;Homme;G
17,837;Femme;G
25,733;Femme;G
15,888;Homme;G
30,548;Homme;G
27,354;Femme;G
39,218;Femme;G
1,180;Femme;G
31,534;Femme;G
32,258;Homme;G
36,819;Femme;G
36,871;Homme;G
47,214;Homme;G
29,140;Femme;G
43,735;Femme;A
13,262;Femme;G
17,101;Homme;A
9,910;Homme;A
17,818;Femme;G
2,936;Femme;G
30,860;Homme;G
16,325;Femme;A
25,627;Homme;G
27,595;Femme;A
34,903;Femme;G
1,390;Homme;G
47,978;Femme;G
23,981;Homme;A
13,049;Homme;A
1,306;Femme;G
23,460;Homme;G
41,063;Femme;A
36,643;Homme;G
23,357;Femme;A
45,955;Homme;A
34,827;Homme;G
42,969;Femme;G
7,600;Homme;A
23,225;Homme;G
41,121;Femme;G
7,330;Femme;G
21,099;Femme;D
34,849;Femme;G
36,481;Homme;G
41,227;Homme;G
49,808;Femme;G
8,417;Homme;G
10,036;Femme;A
5,501;Homme;G
11,254;Femme;G
3,585;Homme;D
44,589;Femme;G
2,488;Homme;A
12,130;Femme;A
13,851;Femme;G
14,849;Homme;G
35,041;Homme;G
6,458;Femme;A
48,172;Femme;A
37,986;Femme;G
39,274;Femme;G
44,736;Femme;A
3,105;Homme;G
35,031;Homme;G
25,123;Femme;A
38,354;Homme;G
7,053;Femme;G
747;Homme;A
36,600;Homme;A
12,283;Homme;A
12,635;Homme;A
3,468;Homme;G
7,471;Homme;A
19,362;Femme;G
25,776;Homme;A
24,965;Femme;G
4,112;Femme;G
27,508;Homme;A
9,059;Homme;A
10,131;Femme;G
21,895;Femme;G
51,987;Femme;G
16,192;Homme;L
21,080;Femme;G
7,916;Femme;G
25,839;Homme;G
11,272;Homme;A
5,531;Homme;G
37,047;Femme;A
22,582;Femme;G
35,963;Femme;G
15,749;Femme;G
14,366;Homme;G
25,066;Femme;G
17,630;Femme;G
24,869;Femme;G
50,204;Homme;A
40,983;Femme;G
36,551;Homme;G
38,451;Femme;G
3,493;Homme;G
10,723;Femme;G
19,659;Femme;G
35,733;Femme;G
5,081;Femme;A
6,377;Homme;A
13,124;Femme;A
24,071;Homme;G
2,668;Femme;G
3,208;Homme;G
12,083;Homme;A
25,789;Femme;G
19,790;Femme;G
3,050;Homme;G
5,019;Femme;G
43,172;Homme;A
46,016;Homme;G
52,035;Homme;G
4,742;Homme;A
23,135;Homme;G
3,791;Homme;G
38,142;Femme;G
38,475;Femme;A
3,618;Homme;G
13,471;Femme;G
10,357;Homme;A
12,094;Femme;A
36,063;Homme;A
36,920;Femme;G
1,329;Homme;A
39,580;Homme;A
10,757;Homme;G
9,534;Femme;G
19,337;Femme;G
25,980;Homme;G
16,742;Femme;A
32,393;Femme;A
9,260;Femme;G
23,432;Homme;A
13,701;Femme;A
34,227;Femme;G
37,736;Femme;G
27,818;Femme;A
48,236;Femme;G
22,529;Femme;G
23,436;Femme;G
42,054;Femme;A
32,155;Femme;A
6,816;Homme;G
16,411;Femme;G
37,355;Homme;G
25,640;Homme;A
48,868;Homme;A
16,960;Homme;G
23,766;Femme;G
17,474;Femme;G
3,980;Femme;A
25,953;Femme;G
29,353;Femme;G
19,748;Femme;A
3,758;Femme;L
21,674;Femme;G
210;Homme;A
22,633;Femme;A
31,951;Homme;A
49,848;Homme;G
25,223;Femme;G
51,703;Homme;G
19,179;Femme;G
33,772;Femme;G
17,351;Femme;G
46,893;Femme;G
26,139;Homme;G
41,896;Femme;A
43,147;Femme;G
50,787;Homme;A
52,186;Homme;A
20,845;Femme;G
34,308;Femme;A
21,083;Homme;G
29,230;Homme;G
36,876;Femme;G
303;Femme;G
5,097;Femme;A
13,443;Homme;A
37,525;Femme;G
13,942;Femme;G
23,575;Homme;A
17,429;Femme;A
37,932;Homme;G
15,852;Homme;A
9,038;Femme;G
51,035;Femme;G
3,831;Homme;A
38,537;Femme;G
23,258;Femme;G
28,470;Homme;G
44,579;Homme;A
31,963;Femme;G
4,441;Femme;A
3,683;Femme;G
9,821;Homme;G
46,503;Femme;G
3,166;Homme;A
11,993;Homme;G
27,527;Homme;D
48,752;Homme;G
41,878;Femme;G
47,154;Femme;G
1,321;Femme;A
5,790;Femme;G
51,901;Homme;A
17,604;Femme;G
2,799;Homme;G
15,395;Femme;A
36,399;Femme;G
20,168;Homme;A
11,324;Femme;G
40,964;Femme;A
43,435;Femme;A
33,892;Femme;G
45,440;Homme;G
48,317;Homme;G
29,413;Homme;A
15,722;Femme;A
18,883;Homme;A
38,547;Femme;A
28,067;Femme;A
41,264;Femme;G
922;Homme;D
32,753;Femme;G
34,974;Femme;G
36,976;Femme;A
42,319;Femme;G
36,639;Homme;G
3,203;Femme;G
44,248;Femme;A
14,155;Homme;A
4,252;Femme;A
44,294;Femme;G
48,127;Homme;G
49,347;Homme;G
34,289;Femme;G
9,114;Homme;G
26,234;Homme;G
31,752;Homme;G
33,503;Femme;A
23,675;Femme;G
34,748;Homme;A
39,487;Femme;G
44,323;Femme;A
27,251;Femme;G
30,955;Femme;A
17,155;Femme;G
22,962;Femme;A
46,497;Homme;G
48,063;Femme;G
15,764;Homme;A
14,450;Femme;G
49,791;Femme;G
19,203;Femme;G
23,474;Homme;A
34,921;Femme;G
1,729;Femme;G
6,052;Femme;A
7,997;Femme;A
51,765;Homme;G
10,499;Homme;G
12,741;Femme;G
31,220;Homme;A
5,062;Femme;G
46,001;Femme;A
30,757;Homme;G
17,783;Femme;A
45,991;Homme;D
50,367;Homme;G
35,597;Femme;A
16,584;Femme;A
5,695;Femme;L
8,212;Homme;A
8,254;Femme;G
34,192;Homme;G
42,445;Homme;A
29,016;Femme;A
21,254;Homme;D
30,088;Femme;L
33,796;Homme;G
48,381;Homme;G
43,893;Femme;G
33,453;Homme;G
42,505;Femme;G
33,484;Femme;G
36,981;Femme;A
35,109;Homme;G
31,989;Femme;G
50,378;Homme;G
25,075;Homme;A
27,755;Femme;L
14,531;Femme;G
17,982;Femme;G
36,353;Femme;G
40,654;Femme;A
29,949;Femme;G
38,557;Homme;G
40,096;Homme;G
46,401;Femme;G
33,245;Femme;G
47,893;Homme;G
15,691;Homme;A
37,881;Femme;G
10,289;Homme;G
14,854;Femme;A
40,485;Homme;L
20,133;Femme;G
34,017;Femme;G
19,221;Femme;G
41,600;Femme;A
15,186;Homme;G
39,204;Homme;A
51,876;Homme;G
1,359;Femme;A
26,079;Femme;G
19,807;Homme;A
40,250;Homme;G
41,801;Femme;G
14,281;Femme;G
40,218;Femme;G
23,721;Homme;G
29,695;Femme;A
43,023;Femme;G
52,178;Homme;G
5,612;Femme;L
32,255;Homme;A
38,932;Femme;A
22,837;Homme;G
28,787;Femme;G
29,201;Homme;G
50,526;Homme;A
8,695;Femme;G
16,964;Femme;A
36,860;Femme;G
12,666;Femme;G
20,742;Homme;A
46,305;Homme;G
48,468;Femme;G
2,553;Homme;A
5,988;Homme;A
17,598;Femme;G
24,626;Homme;G
48,672;Femme;G
847;Femme;G
6,228;Femme;G
11,361;Homme;A
2,310;Femme;G
9,627;Femme;G
11,793;Femme;A
43,474;Femme;G
29,019;Femme;A
28,397;Femme;G
8,810;Femme;G
21,064;Femme;A
40,989;Femme;A
44,078;Homme;L
34,415;Homme;G
27,683;Femme;G
50,001;Homme;G
22,792;Homme;G
40,645;Femme;G
10,015;Homme;A
11,817;Femme;G
39,502;Femme;G
49,553;Femme;A
3,349;Homme;G
12,493;Homme;G
29,880;Femme;G
25;Femme;G
29,537;Femme;A
41,819;Femme;G
49,851;Homme;A
20,631;Femme;A
49,990;Femme;G
6,866;Homme;G
13,742;Homme;G
26,650;Femme;G
31,662;Femme;G
